"order_id","order_date","ship_date","ship_mode","customer_id","address_id","market","region","order_priority"
ES-2012-3877819,2012-09-27,2012-10-01,Standard Class,AS-10630,c77fb9a3-0b4b-44ad-9f1d-537179820c95,EU,Central,Medium
ES-2012-3883009,2012-11-29,2012-12-03,Standard Class,WB-21850,f97af2cf-771b-458b-9bec-e3cf3d11b5ad,EU,North,Medium
ES-2012-3884977,2012-12-18,2012-12-22,Second Class,DG-13300,c402fe8a-9f8d-4f76-a427-c655fba65272,EU,South,Medium
ES-2012-3898439,2012-03-23,2012-03-28,Standard Class,AG-10525,"7a8e272c-d23b-4c9b-9d6d-17168e305bda",EU,Central,Medium
ES-2012-3905102,2012-01-13,2012-01-17,Standard Class,LT-17110,"864c3ced-c716-45b7-bbf0-6aae76aadcba",EU,Central,High
ES-2012-3905102b,2012-06-08,2012-06-13,Standard Class,SP-20920,"54512254-de65-4230-b7d0-ce7bf10b9ec1",EU,Central,High
ES-2012-3944475,2012-06-29,2012-07-04,Standard Class,SC-20725,"777d64f2-d019-449d-87fb-122dc0fe4dea",EU,Central,Medium
ES-2012-3945862,2012-12-28,2013-01-04,Standard Class,AA-10480,"442ba155-1906-4e8f-88c0-e91cc613ddcd",EU,Central,Medium
ES-2012-3945862b,2012-12-27,2013-01-01,Second Class,TC-21475,e6e5104c-f5b7-4341-9d3e-0d57791d49e8,EU,Central,Medium
ES-2012-3947984,2012-06-21,2012-06-25,Standard Class,RH-19600,ed34caea-c642-4a19-9fdf-6359ca11ddba,EU,Central,Medium
ES-2012-3954494,2012-12-07,2012-12-07,Same Day,GG-14650,"141a2205-3513-4eac-b538-7934c85765c3",EU,Central,High
ES-2012-3985890,2012-12-26,2012-12-30,Standard Class,MC-17425,"581874d8-86b4-4736-86f0-7a0358bec1e4",EU,South,Medium
ES-2012-3987473,2012-04-09,2012-04-13,Standard Class,PB-19150,"259aa70b-fe05-4e69-aef2-a508000eaf11",EU,North,Medium
ES-2012-4002217,2012-11-27,2012-12-03,Standard Class,SC-20230,"21810e0d-e5ac-4fd9-aeda-948c2f1cf67d",EU,North,Low
ES-2012-4003155,2012-09-29,2012-10-01,Second Class,VB-21745,"5910fd0e-0a7d-4217-855f-642368e69451",EU,Central,Critical
ES-2012-4007496,2012-03-27,2012-04-01,Second Class,RB-19465,e1bc0cc5-0e3b-4ea5-9cce-e03408e7508b,EU,Central,Medium
ES-2012-4014694,2012-01-30,2012-02-04,Second Class,DB-13360,"82252653-6fbf-4e5c-b570-2c30e8c90d29",EU,Central,High
ES-2012-4018910,2012-11-05,2012-11-10,Standard Class,SB-20185,"4bae993d-4d95-4a20-9aee-1262e28e87b0",EU,Central,Medium
ES-2012-4021910,2012-05-14,2012-05-18,Standard Class,JP-15460,"2dc571c6-51d9-4898-9436-09bf202b9801",EU,Central,Medium
ES-2012-4026260,2012-06-18,2012-06-25,Standard Class,BD-11725,"4e84aaa4-703b-4f95-ab34-22e3f3ffe5fe",EU,North,Medium
ES-2012-4047647,2012-08-08,2012-08-10,Second Class,MC-17605,"9792d061-700f-42fc-b882-3b8c38bdedab",EU,South,High
ES-2012-4070273,2012-11-16,2012-11-20,Standard Class,MS-17365,"1584067d-a3bb-49ad-8f50-76e6188234f2",EU,South,Medium
ES-2012-4070290,2012-12-27,2012-12-29,First Class,FM-14380,"9041cc1d-d331-4fa7-89a2-a4d288b90afe",EU,North,Critical
ES-2012-4070333,2012-11-17,2012-11-21,Standard Class,IL-15100,"1c3c16e2-b46d-4ad9-a30a-e58b08c47518",EU,South,High
ES-2012-4071187,2012-05-18,2012-05-18,Same Day,TD-20995,"05591311-0e8b-421c-a4db-56a1018ad0b2",EU,South,High
ES-2012-4072999,2012-03-19,2012-03-21,First Class,DK-12985,"512dccdd-3fdd-4574-b8e6-fc5c467384e8",EU,North,Medium
ES-2012-4076315,2012-11-23,2012-11-28,Standard Class,AJ-10795,f67bbb00-dadd-449d-b9a1-0ea484a81407,EU,South,Medium
ES-2012-4079399,2012-11-22,2012-11-24,First Class,JJ-15445,"5ce42ef9-63df-4a1a-8256-fc4c40eee6b2",EU,Central,High
ES-2012-4080677,2012-06-18,2012-06-24,Standard Class,GH-14665,"7901eefd-8cef-4f9b-b628-6e2475be9a27",EU,Central,Medium
ES-2012-4087601,2012-08-16,2012-08-21,Standard Class,TB-21280,"71448d77-0e86-4797-88b3-e4c76c62c824",EU,North,Medium
ES-2012-4099024,2012-08-14,2012-08-18,Standard Class,JL-15835,fdfb461e-1362-4191-ae77-80b6e1256ac6,EU,Central,High
ES-2012-4100273,2012-09-11,2012-09-16,Standard Class,YS-21880,"84650fad-d687-475a-913e-d15dc4e4248b",EU,Central,Medium
ES-2012-4101342,2012-03-31,2012-04-05,Standard Class,ES-14080,"1cf551c3-c6ac-426f-aa76-b12260759899",EU,Central,High
ES-2012-4108483,2012-06-18,2012-06-20,Second Class,SJ-20500,fd74c2c1-f87c-42d2-8a15-71e351364f01,EU,Central,Medium
ES-2012-4122602,2012-12-15,2012-12-16,Same Day,CB-12535,afec1230-4885-4689-bd9b-a0b9c853a888,EU,Central,Medium
ES-2012-4124732,2012-08-15,2012-08-19,Second Class,JP-15520,"533f750d-b223-4697-8247-713ce51c3ac1",EU,North,Medium
ES-2012-4128168,2012-08-30,2012-09-04,Second Class,JE-15745,"341fe8b8-1eeb-40b2-946e-4f677e1c2852",EU,North,High
ES-2012-4130389,2012-09-20,2012-09-24,Standard Class,FA-14230,e33dc06f-7a01-4a92-85d7-7e42eb3695b8,EU,Central,Medium
ES-2012-4132905,2012-02-02,2012-02-07,Second Class,RK-19300,e8986a70-e8b0-4635-ae40-0cf3e4f27a0c,EU,Central,Medium
ES-2012-4132905b,2012-12-03,2012-12-07,Standard Class,SP-20920,"97e5f4f7-0f52-46d2-bb27-fb226a81e739",EU,Central,High
ES-2012-4133534,2012-02-06,2012-02-10,Standard Class,AH-10585,"4981cb3c-ad5c-4e41-8f42-24c6667b1d13",EU,South,High
ES-2012-4135180,2012-11-12,2012-11-17,Standard Class,AJ-10960,bd939f05-5dbd-4d9e-a957-acae59c9c8c8,EU,South,Medium
ES-2012-4138789,2012-10-30,2012-11-03,Standard Class,SG-20890,df455d1c-b753-4888-8172-b4b3d84f2424,EU,North,Medium
ES-2012-4139746,2012-05-08,2012-05-13,Second Class,JR-16210,"4833d71c-7447-4d5e-bf05-5a886fce662b",EU,North,Medium
ES-2012-4141764,2012-08-10,2012-08-14,Standard Class,SC-20770,b70d885b-9513-4028-90de-9b108f1e6b41,EU,North,Medium
ES-2012-4147201,2012-09-22,2012-09-27,Standard Class,LO-17170,"267b6b56-33d5-4f66-84d4-86feb23b180f",EU,North,High
ES-2012-4159779,2012-03-27,2012-03-27,Same Day,CR-12820,"438f1206-4ac8-4732-99cb-4cd8eee20b3e",EU,Central,Medium
ES-2012-4160852,2012-03-02,2012-03-07,Second Class,YC-21895,d23a9ff4-390c-4d53-8841-fbd7c4905165,EU,Central,Medium
ES-2012-4180291,2012-09-20,2012-09-24,Standard Class,AS-10045,c6ef28d8-6e4f-4d01-9160-d5bfb1f5bad5,EU,Central,Medium
ES-2012-4192199,2012-06-26,2012-06-26,Same Day,MC-17275,"0df628c8-dd7f-4706-8f95-a58ace2a71b0",EU,Central,Critical
ES-2012-4193401,2012-12-06,2012-12-11,Standard Class,GT-14710,a9a44ed2-00ba-419e-a3c3-7d22c4dddd8e,EU,North,Medium
ES-2012-4198217,2012-11-13,2012-11-17,Standard Class,ST-20530,"33b47e50-9474-484e-a407-948e122eb3ad",EU,Central,Medium
ES-2012-4203057,2012-09-06,2012-09-08,Second Class,RO-19780,e26031cc-cf97-4841-ba51-0864b7b9fffc,EU,North,High
ES-2012-4207693,2012-07-03,2012-07-07,Standard Class,KS-16300,fb242091-8f5d-4cec-9a59-5224f210d98e,EU,South,Medium
ES-2012-4227357,2012-04-16,2012-04-21,Standard Class,MG-18145,"4a2a154c-3334-4bda-9a23-bbd44f3d649a",EU,Central,Medium
ES-2012-4228050,2012-06-08,2012-06-13,Standard Class,GG-14650,"6304da42-cb19-47be-8ddb-aa7e6ed777f8",EU,Central,Medium
ES-2012-4229401,2012-11-10,2012-11-14,Standard Class,RB-19330,b8a6447c-8da0-4e67-90fd-4d628f0a1ffa,EU,Central,Medium
ES-2012-4245043,2012-12-19,2012-12-22,Second Class,SC-20095,bf3a6b23-ae5a-4cc4-b463-7a127300cdab,EU,Central,High
ES-2012-4250639,2012-03-22,2012-03-26,Standard Class,DP-13165,"7737c6e3-f77e-4102-b6b8-619f0aa36170",EU,Central,Medium
ES-2012-4262663,2012-10-30,2012-11-01,First Class,PR-18880,d383b523-8b75-4fc8-9e39-8849362fd3c8,EU,North,High
ES-2012-4263971,2012-06-12,2012-06-16,Standard Class,AB-10105,"15f2a6a3-0c9f-4d41-8831-350cdd5f92c4",EU,Central,High
ES-2012-4269542,2012-11-30,2012-12-05,Standard Class,NZ-18565,"5ad3ed9a-d3ff-4a39-98de-ee4c0d4a881f",EU,Central,Medium
ES-2012-4272278,2012-11-13,2012-11-17,Standard Class,TG-21640,"700ef932-9395-4116-829b-f9686bfff02f",EU,Central,High
ES-2012-4279457,2012-11-15,2012-11-20,Second Class,BE-11410,ba648d24-d4e2-4ceb-92c3-bd01f9f074c1,EU,North,Medium
ES-2012-4282810,2012-11-14,2012-11-16,First Class,NB-18655,"23963df1-690b-4dcd-b31b-0b4aebfc9e57",EU,South,Critical
ES-2012-4286133,2012-09-04,2012-09-08,Standard Class,SP-20920,"85a2413c-db26-4271-a953-61d4105693de",EU,South,High
ES-2012-4287995,2012-06-19,2012-06-24,Standard Class,KH-16360,"0c17d2c7-c946-447f-b85f-a649fc5fb6c5",EU,Central,High
ES-2012-4291867,2012-03-12,2012-03-18,Standard Class,AB-10015,bd551477-803d-4cbb-b510-f4f4bc70fcec,EU,Central,Medium
ES-2012-4293573,2012-03-03,2012-03-09,Standard Class,BW-11110,"31253d25-58ab-45f2-b077-a055bd689d7f",EU,North,Medium
ES-2012-4306010,2012-12-05,2012-12-09,Standard Class,IG-15085,d2071404-6f1d-4acc-9912-4a1cc1b50f6a,EU,North,Medium
ES-2012-4306010b,2012-02-23,2012-02-25,First Class,PB-19210,c24333f5-0fd6-44de-ac34-c69c6169282b,EU,North,High
ES-2012-4307683,2012-12-27,2013-01-01,Standard Class,BS-11665,"3a8ae9b6-ce2b-49b4-9d3b-3aa157b28a3c",EU,South,Medium
ES-2012-4311074,2012-10-31,2012-11-04,Standard Class,KD-16270,"125e71e8-021a-445a-a718-30f47a64d644",EU,North,High
ES-2012-4319979,2012-10-19,2012-10-21,First Class,BC-11125,a5ed0f59-a507-4f7d-b90b-1c92d574de95,EU,South,Medium
ES-2012-4329367,2012-12-14,2012-12-16,Second Class,EM-14200,"772792ef-eabb-428f-bc4e-c69293fb1421",EU,Central,Critical
ES-2012-4331653,2012-05-24,2012-05-30,Standard Class,BF-11005,"6f74e6cd-45d4-44a0-ade5-ca892d0a012a",EU,Central,Low
ES-2012-4331653b,2012-11-20,2012-11-25,Standard Class,CH-12070,"030c64e9-fa1e-4796-9890-f9af11942905",EU,Central,Medium
ES-2012-4335676,2012-12-05,2012-12-11,Standard Class,JG-15805,"11ac98c1-6dd0-4ae8-b849-aa6354c1c512",EU,South,Medium
ES-2012-4346320,2012-08-09,2012-08-13,Standard Class,RA-19945,"7c346e82-cf4d-417c-a791-b96416729758",EU,South,Medium
ES-2012-4352460,2012-11-06,2012-11-07,First Class,DW-13585,"11e8cbfe-ac7e-4fa7-a134-8a9fc5289105",EU,Central,Medium
ES-2012-4362177,2012-08-29,2012-08-30,First Class,RD-19585,f34893ca-d9bb-4158-b7b0-5bedbf35d092,EU,North,Critical
ES-2012-4379168,2012-02-22,2012-02-26,Standard Class,DV-13465,a0b36926-db29-44c1-ba60-870baa4090e0,EU,North,Medium
ES-2012-4400520,2012-08-31,2012-09-05,Standard Class,JK-15205,"90370744-6ef5-4644-8d05-49c098fa6729",EU,Central,Medium
ES-2012-4400520b,2012-06-06,2012-06-13,Standard Class,JP-16135,b73a9652-3524-4af7-a612-95034ea8b0e2,EU,Central,Medium
ES-2012-4406013,2012-08-04,2012-08-07,First Class,FC-14245,"79a066d2-f31b-482c-8de6-cded11d402cb",EU,South,High
ES-2012-4411026,2012-11-10,2012-11-17,Standard Class,AB-10150,c7671ef1-6fe7-4325-bf4d-7d1e3de3d2dc,EU,South,Medium
ES-2012-4424003,2012-12-21,2012-12-21,Same Day,SJ-20215,"00a32052-ed39-40e2-996f-c634dc9b55c5",EU,Central,High
ES-2012-4424003b,2012-07-30,2012-08-05,Standard Class,ZC-21910,f4eb6ee5-6274-4f65-b709-37420ba74576,EU,Central,Low
ES-2012-4430401,2012-08-09,2012-08-14,Standard Class,ES-14020,e9065e44-3501-4e58-8525-84a1474a4d7e,EU,North,Medium
ES-2012-4435180,2012-07-16,2012-07-22,Standard Class,MC-17605,e622d0cb-d209-4887-8e20-25d613627b99,EU,Central,Medium
ES-2012-4435180b,2012-07-11,2012-07-15,Standard Class,NP-18325,"8882c39a-a75a-4a95-a890-61d93f871a42",EU,Central,Medium
ES-2012-4435180c,2012-01-06,2012-01-13,Standard Class,SJ-20500,ddbd75f9-677d-4985-9275-5ecba6b90d2a,EU,Central,Low
ES-2012-4442950,2012-12-29,2013-01-04,Standard Class,DW-13585,e5e10d28-ccad-40f5-87b7-ed8020989ff3,EU,Central,Medium
ES-2012-4445402,2012-02-02,2012-02-06,Standard Class,JB-16000,d6bff86b-7aac-4c26-a9ab-f928117724a0,EU,Central,High
ES-2012-4448528,2012-10-22,2012-10-26,Second Class,TM-21010,e2b76855-9bf2-4f44-9930-0f8205ee1412,EU,North,High
ES-2012-4457462,2012-12-12,2012-12-14,First Class,GT-14635,"7908c9ca-2202-4a10-a507-a595fac56e7d",EU,Central,High
ES-2012-4485887,2012-05-21,2012-05-25,Second Class,EM-13960,ade1479b-a918-4788-bfcb-bd441d0a8033,EU,South,High
ES-2012-4487119,2012-12-21,2012-12-23,First Class,RD-19720,"80fe4dee-1fff-4bf4-83b7-c1aef57c557a",EU,Central,Critical
ES-2012-4487516,2012-08-08,2012-08-12,Standard Class,MT-17815,a48b4127-59ad-4da0-a6c5-67307d8ba42f,EU,Central,Medium
ES-2012-4490883,2012-11-05,2012-11-09,Standard Class,FO-14305,da3299d3-6ee6-40ee-829a-a36b5baeedbf,EU,Central,High
ES-2012-4508011,2012-09-28,2012-10-04,Standard Class,BD-11500,"16b3b562-662e-45de-8c36-7ddcb4ddf51f",EU,South,Medium
ES-2012-4527901,2012-12-22,2012-12-27,Second Class,JG-15160,ba607806-50e0-4410-b435-34ea93e2955e,EU,Central,High
ES-2012-4541942,2012-11-26,2012-11-30,Standard Class,SE-20110,"3c4f40e6-8f31-48c3-89f5-05b11af0832d",EU,South,Medium
ES-2012-4549533,2012-03-28,2012-03-30,Second Class,DL-13330,f4eae051-818c-4b7a-8930-cc4ec4e07f4e,EU,Central,High
ES-2012-4551093,2012-08-02,2012-08-06,Standard Class,KH-16690,d2deee26-4bc8-498c-8d2a-4509618d8eab,EU,North,High
ES-2012-4552650,2012-08-31,2012-09-03,Second Class,TG-21310,ec59a037-ca77-45fb-b10d-2892a88ae85e,EU,Central,Medium
ES-2012-4556851,2012-06-19,2012-06-21,First Class,IG-15085,"35f08595-6edd-447b-b06d-61775992c4ed",EU,Central,High
ES-2012-4558645,2012-11-16,2012-11-22,Standard Class,BG-11035,"5cfe5dde-6150-45fe-91a2-fbd5bae1740e",EU,Central,Medium
ES-2012-4567263,2012-08-23,2012-08-27,Standard Class,JF-15415,a4272781-d475-4f81-ba35-542580ae4c1a,EU,Central,Medium
ES-2012-4572658,2012-07-14,2012-07-19,Standard Class,CJ-11875,"90cdef51-ed6d-4600-94c6-3332c15de995",EU,North,Medium
ES-2012-4574908,2012-10-26,2012-10-26,Same Day,EH-14125,abe3439c-123a-4663-bc5f-b25409d26bb5,EU,South,High
ES-2012-4586069,2012-11-29,2012-12-04,Standard Class,SC-20725,"539cdf80-dae3-43e7-9f3c-5c1624c7dd61",EU,Central,Medium
ES-2012-4586186,2012-11-08,2012-11-12,Standard Class,LW-17215,a86669f6-83b5-491e-91c0-5be24805391d,EU,South,Medium
ES-2012-4589770,2012-11-21,2012-11-24,Second Class,MT-17815,d196d235-f697-48ff-b05e-f011318baa22,EU,Central,Critical
ES-2012-4594958,2012-09-10,2012-09-16,Standard Class,DH-13075,a68d5f8d-bd34-4a43-8b54-0154ce4f8856,EU,Central,Low
ES-2012-4594958b,2012-05-31,2012-06-03,Second Class,TB-21520,c97b42f5-cd52-44bc-b5c3-f8cd36e36622,EU,Central,High
ES-2012-4602933,2012-02-08,2012-02-13,Standard Class,AH-10210,"9658e912-679c-4bac-a8c9-d89c9a44c228",EU,Central,Medium
ES-2012-4604882,2012-11-09,2012-11-14,Standard Class,ML-18265,"03b64695-bdea-4b5b-a433-04d16e382ffc",EU,South,Medium
ES-2012-4610139,2012-12-11,2012-12-16,Standard Class,ZD-21925,a42ae407-25e3-4fa5-a254-db4cc0ab0e3d,EU,Central,Medium
ES-2012-4616664,2012-03-22,2012-03-25,Second Class,JB-16045,"7b24cc44-92d0-43b7-a867-cbf4d65fd9e2",EU,North,Medium
ES-2012-4620972,2012-12-20,2012-12-24,Standard Class,AR-10570,e4417d9b-9332-4359-9cba-b8b023f9bab2,EU,South,Medium
ES-2012-4621754,2012-07-23,2012-07-28,Standard Class,BH-11710,"713c4b73-002a-4f44-94dc-72aa613ec54c",EU,Central,High
ES-2012-4632904,2012-10-29,2012-11-04,Standard Class,AT-10735,"4f2fcd79-125c-4739-b12b-0a683f18d362",EU,Central,Medium
ES-2012-4633993,2012-09-12,2012-09-14,First Class,AJ-10945,"86d07054-258c-4b08-a74e-b0bbfb22a952",EU,Central,Critical
ES-2012-4633993b,2012-09-28,2012-10-01,Second Class,BT-11440,bcf49096-f7f3-445b-b0e8-20b3bbba9ba7,EU,Central,Medium
ES-2012-4635011,2012-07-12,2012-07-14,First Class,CS-11950,b63ed10a-6422-4983-b012-9de365ae38ba,EU,Central,Critical
ES-2012-4641801,2012-10-11,2012-10-15,Standard Class,AS-10045,ab5ad673-7b2c-487f-bfdd-df1e0a8dc6d3,EU,South,Medium
ES-2012-4641801b,2012-11-27,2012-12-01,Standard Class,DD-13570,"840c8dc5-5494-46ed-b485-e05a266c0951",EU,South,Medium
ES-2012-4644458,2012-06-09,2012-06-13,Standard Class,SC-20800,"4ac836c2-a673-482d-8414-3ba96a59ff64",EU,South,High
ES-2012-4647281,2012-08-09,2012-08-09,Same Day,CC-12610,"8349eb26-ea12-4f1a-aff4-d27cf631209c",EU,Central,High
ES-2012-4647281b,2012-06-08,2012-06-14,Standard Class,GM-14680,d5d6ae3e-53a4-4822-9628-8800050a2025,EU,Central,Medium
ES-2012-4656026,2012-04-07,2012-04-11,Standard Class,JE-15715,"17e0b9e1-5226-4f11-a430-27feca51c76c",EU,North,Medium
ES-2012-4656254,2012-08-13,2012-08-19,Standard Class,DA-13450,"785a0cbd-45df-41c7-a1fe-8de103641ab8",EU,Central,Low
ES-2012-4657302,2012-08-10,2012-08-12,First Class,JF-15190,c840e5e7-c0af-4ec5-9b7a-2b056273238c,EU,Central,Medium
ES-2012-4662036,2012-08-01,2012-08-05,Standard Class,GH-14425,c2a7a507-a345-40b1-8827-b705775f9028,EU,Central,High
ES-2012-4668554,2012-04-20,2012-04-22,Second Class,SH-20635,"338e4b1f-2630-4daa-8f43-39ce4b22e93f",EU,South,High
ES-2012-4677834,2012-04-10,2012-04-10,Same Day,AB-10165,e9af1480-82c7-4c1e-bb3f-3d3fc447cd3c,EU,Central,High
ES-2012-4681472,2012-06-11,2012-06-16,Second Class,JS-15880,aca4894f-3730-4676-bcf0-7f732e3655ba,EU,Central,Medium
ES-2012-4681472b,2012-12-05,2012-12-09,Standard Class,MC-17590,"238cda03-f4ec-45b7-b9d2-4b6bf3096b3b",EU,Central,Medium
ES-2012-4687979,2012-02-17,2012-02-22,Standard Class,CC-12685,b668c848-7c35-4483-9d72-56a25def9cc4,EU,North,Medium
ES-2012-4687979b,2012-09-01,2012-09-05,Standard Class,SD-20485,f1474938-18b5-4751-a51c-b4270fdceecc,EU,North,High
ES-2012-4698340,2012-08-10,2012-08-14,Standard Class,GB-14575,"9b54d308-15ca-4325-9928-bffb1417ff73",EU,Central,Medium
ES-2012-4698340b,2012-08-31,2012-09-01,First Class,HF-14995,"7d0dad4a-df92-41de-b215-95f83b7505e4",EU,Central,High
ES-2012-4702768,2012-10-30,2012-11-04,Standard Class,FM-14290,"30ff3fa0-5e45-4645-9367-b2bdb0c36704",EU,Central,Medium
ES-2012-4711076,2012-12-10,2012-12-17,Standard Class,JF-15190,e05ae782-15a9-4df6-8c22-b8f2447c07d6,EU,South,Medium
ES-2012-4711472,2012-05-17,2012-05-22,Standard Class,CJ-11875,"2ebc6dee-8fe4-4281-a816-c72067158ce7",EU,Central,Medium
ES-2012-4717022,2012-08-16,2012-08-21,Standard Class,JL-15850,be2ca715-524e-49b4-94cd-c8087f327dc6,EU,Central,Medium
ES-2012-4718408,2012-08-03,2012-08-07,Standard Class,SS-20590,"746d18c2-ebcf-4c45-bdfa-ec8026285408",EU,North,Medium
ES-2012-4718907,2012-12-14,2012-12-18,Standard Class,TP-21130,bcb51015-22ee-4f12-98fe-21d5407f2818,EU,South,Medium
ES-2012-4727188,2012-03-29,2012-03-31,First Class,SC-20725,"37d87fb2-35d0-4673-bf46-9d2081ac047f",EU,Central,High
ES-2012-4727188b,2012-08-21,2012-08-26,Second Class,TZ-21445,"89c99aa9-7f0a-4641-95e3-069f38e2b8e2",EU,Central,Medium
ES-2012-4730842,2012-07-25,2012-07-29,Standard Class,SC-20305,"5153168c-804e-485a-9662-793c3cd13c33",EU,North,High
ES-2012-4736606,2012-02-27,2012-03-03,Standard Class,NP-18325,"63438dc9-204b-47ba-a6eb-e61e3cb13ce6",EU,South,Medium
ES-2012-4741068,2012-04-30,2012-05-06,Standard Class,MA-17995,"4ef69381-e423-435c-a449-69b446999e6e",EU,Central,Medium
ES-2012-4741068b,2012-04-24,2012-04-29,Standard Class,MV-18190,"931dde79-c345-4916-a3ec-3017edea5b4a",EU,Central,Medium
ES-2012-4741193,2012-04-24,2012-04-28,Standard Class,GM-14500,"7c781811-688d-4ee8-9791-5de6d42bc184",EU,North,High
ES-2012-4765389,2012-12-26,2012-12-28,Second Class,NM-18520,ea1b12e7-ba81-4c9b-930e-c81fa1bb98c9,EU,South,Critical
ES-2012-4769211,2012-09-12,2012-09-16,Standard Class,DL-13330,"3219435d-7da8-4583-9d37-ee53bdc1ddff",EU,Central,Medium
ES-2012-4782111,2012-12-31,2012-12-31,Same Day,KB-16240,"4be9901c-451a-4f42-aea6-244ce8e4259f",EU,Central,High
ES-2012-4784843,2012-04-03,2012-04-05,First Class,RH-19600,"347d87d7-24b8-48b2-9f81-75993ad4ea8f",EU,Central,High
ES-2012-4797383,2012-09-24,2012-09-28,Second Class,DG-13300,"1855bcd6-add7-4dc9-ad79-0793f022977d",EU,South,Medium
ES-2012-4802903,2012-12-12,2012-12-14,First Class,TR-21325,dc0db42c-dad8-4265-b07c-ae83e7391b92,EU,Central,Medium
ES-2012-4803808,2012-08-10,2012-08-14,Standard Class,YS-21880,"3af26af4-054a-49cf-8d27-d8eeca22288b",EU,Central,Medium
ES-2012-4804562,2012-11-03,2012-11-10,Standard Class,MP-17470,"7897ea2f-ecf2-42f1-96f4-5c7ab199b499",EU,North,Low
ES-2012-4806252,2012-01-27,2012-02-03,Standard Class,JE-15715,a3348673-d210-428b-984f-4d6f6462a122,EU,Central,Medium
ES-2012-4811686,2012-06-02,2012-06-06,Standard Class,IM-15055,f9f85c57-f441-44de-bdd8-600338a3903a,EU,Central,Medium
ES-2012-4818797,2012-08-09,2012-08-13,Standard Class,DS-13030,ac7fac89-2e6d-46fe-91c6-03eab3e2b966,EU,Central,High
ES-2012-4825433,2012-03-16,2012-03-16,Same Day,SC-20020,"62720817-16a0-4691-8da9-0e1b5318c703",EU,North,Medium
ES-2012-4829315,2012-07-04,2012-07-06,Second Class,SO-20335,"97209c5d-5117-4bc5-8a60-0acca4bc3242",EU,Central,High
ES-2012-4834117,2012-08-13,2012-08-15,First Class,SC-20020,"37aab6b4-7a2b-4cf9-9a98-5f8a5b1f7349",EU,Central,Critical
ES-2012-4840257,2012-03-26,2012-03-29,First Class,JO-15145,c06c8815-1031-46e7-8785-0c1d02242975,EU,Central,Critical
ES-2012-4844965,2012-11-15,2012-11-17,First Class,AR-10345,"449370a6-577b-4a43-acbc-41b26955f7f3",EU,South,High
ES-2012-4848943,2012-06-25,2012-06-29,Standard Class,DM-12955,a4eb0167-ebe6-4f74-ac21-834dc4b0ed61,EU,North,Medium
ES-2012-4868521,2012-08-04,2012-08-06,First Class,AH-10075,e332955e-ab0e-4af3-98fb-f290f0b8633b,EU,Central,High
ES-2012-4869141,2012-08-23,2012-08-28,Second Class,AT-10735,"84071a2c-73f4-485d-b3c6-97cb393f013d",EU,Central,Medium
ES-2012-4869643,2012-06-01,2012-06-06,Second Class,TZ-21580,aa0ffa77-fae0-4981-ba12-b0b15a956c96,EU,Central,Medium
ES-2012-4882132,2012-09-27,2012-10-01,Second Class,JF-15490,c89ccf52-52a5-4fb7-8c28-2d60e8ab4820,EU,Central,Medium
ES-2012-4896870,2012-08-06,2012-08-11,Standard Class,LR-16915,"7cd4696f-b1dd-41bf-a046-ef353100388f",EU,South,High
ES-2012-4899743,2012-06-19,2012-06-26,Standard Class,AJ-10945,"102b91cd-ff8c-49c9-ad58-b03aedd8f25d",EU,Central,Medium
ES-2012-4904223,2012-06-26,2012-06-26,Same Day,KH-16510,"1ee680d6-2b49-4fb3-9253-8043548e7d5b",EU,Central,High
ES-2012-4907139,2012-06-13,2012-06-17,Standard Class,MC-17635,"39c12b42-aecf-4a39-9c33-3ca49b8b1d24",EU,Central,Medium
ES-2012-4907749,2012-03-26,2012-04-01,Standard Class,DB-12970,"91530694-e10e-4a53-bd1d-c7ae4639720c",EU,North,Medium
ES-2012-4913400,2012-08-02,2012-08-07,Standard Class,CW-11905,da45516d-1f1c-4518-a883-5c1c60852684,EU,Central,Medium
ES-2012-4920028,2012-12-04,2012-12-10,Standard Class,VP-21730,"2cb554ea-9ab7-4cb8-90c1-f3d1db47504d",EU,South,Low
ES-2012-4928233,2012-08-25,2012-08-29,Standard Class,KB-16315,d1d34d71-7525-48ba-b8ef-f2659cec0628,EU,Central,Medium
ES-2012-4934238,2012-11-03,2012-11-10,Standard Class,BT-11440,"3356d01e-3bf6-47d6-b627-9d528a91ac91",EU,Central,Medium
ES-2012-4934238b,2012-02-02,2012-02-05,First Class,JH-15820,f31d664e-f115-4a3a-a464-3afb0b9f755d,EU,Central,High
ES-2012-4934724,2012-10-04,2012-10-10,Standard Class,ZC-21910,e2f791f2-fa0c-4d78-9ab5-f6a490aa0139,EU,Central,Medium
ES-2012-4938915,2012-12-24,2012-12-28,Standard Class,JC-15385,"0904f53c-5124-4acd-bf23-86680b8bff38",EU,South,Medium
ES-2012-4939707,2012-11-13,2012-11-16,First Class,CD-12790,"30d53405-b270-4b39-bd8e-083884a834eb",EU,North,High
ES-2012-4942348,2012-03-08,2012-03-12,Standard Class,SM-20950,abb2f78c-cbb0-4ed5-946d-4b3f01d12ff9,EU,Central,High
ES-2012-4943358,2012-08-04,2012-08-10,Standard Class,CG-12520,f1bcaf8a-6adb-47bd-ae4f-8d01de0eb39a,EU,North,Medium
ES-2012-4959766,2012-08-24,2012-08-26,Second Class,MH-17290,b75c1799-d91a-4e43-b5e2-8534b37da8eb,EU,Central,High
