"order_id","product_id","sales","quantity","discount","profit","shipping_cost"
CA-2014-119011,OFF-ST-10000777,226.56,6,0.00,63.44,9.08
CA-2014-119011,OFF-SU-10004768,17.22,3,0.00,5.17,1.85
CA-2014-119011,TEC-PH-10003171,107.88,3,0.20,10.79,11.71
CA-2014-119193,OFF-BI-10000848,1.64,1,0.70,-1.31,0.42
CA-2014-119193,TEC-PH-10003072,629.96,7,0.40,94.49,192.33
CA-2014-119284,FUR-FU-10004351,31.17,4,0.20,9.35,2.86
CA-2014-119284,FUR-TA-10004152,120.96,2,0.40,-28.22,7.38
CA-2014-119284,OFF-AP-10004249,76.61,8,0.20,6.70,5.05
CA-2014-119284,OFF-PA-10000312,91.36,5,0.20,29.69,6.90
CA-2014-119284,OFF-ST-10001490,142.78,1,0.20,17.85,6.39
CA-2014-119284,TEC-PH-10000560,2239.94,8,0.20,223.99,114.65
CA-2014-119284,TEC-PH-10001051,239.98,3,0.20,27.00,11.73
CA-2014-119305,OFF-ST-10000604,173.80,5,0.00,43.45,7.87
CA-2014-119389,FUR-FU-10001473,60.31,3,0.20,5.28,9.02
CA-2014-119424,OFF-PA-10001639,19.44,3,0.00,9.33,1.79
CA-2014-119424,TEC-PH-10002564,71.98,3,0.20,9.00,8.79
CA-2014-119452,FUR-CH-10004495,1805.88,6,0.00,523.71,80.82
CA-2014-119494,FUR-CH-10004675,523.39,3,0.20,52.34,25.49
CA-2014-119564,FUR-FU-10003096,22.77,3,0.00,9.79,1.60
CA-2014-119578,FUR-BO-10003660,220.98,1,0.00,50.83,12.61
CA-2014-119578,OFF-SU-10003505,695.16,6,0.00,34.76,86.20
CA-2014-119655,OFF-BI-10001036,36.56,4,0.00,18.28,3.20
CA-2014-119655,OFF-BI-10001989,146.86,7,0.00,70.49,5.61
CA-2014-119669,OFF-FA-10000053,5.67,3,0.00,0.11,0.25
CA-2014-119746,FUR-FU-10004909,6.46,1,0.60,-4.04,0.22
CA-2014-119746,OFF-LA-10001613,11.52,5,0.20,4.18,0.94
CA-2014-119746,TEC-PH-10004447,222.38,2,0.20,16.68,30.17
CA-2014-119809,FUR-FU-10001475,65.94,3,0.00,22.42,3.14
CA-2014-119809,OFF-BI-10003925,2793.53,9,0.20,942.82,203.72
CA-2014-119809,OFF-ST-10003306,1000.02,7,0.00,290.01,63.20
CA-2014-119914,OFF-AP-10002684,243.16,2,0.00,72.95,25.33
CA-2014-120019,OFF-ST-10001932,579.51,3,0.00,81.13,40.65
CA-2014-120019,TEC-PH-10000923,14.99,1,0.00,7.35,0.98
CA-2014-120061,FUR-CH-10001973,155.37,2,0.30,-35.51,12.10
CA-2014-120138,FUR-FU-10000732,18.84,3,0.00,6.03,6.91
CA-2014-120138,OFF-BI-10004519,663.92,5,0.20,207.48,314.27
CA-2014-120138,OFF-FA-10000936,3.29,1,0.00,1.48,0.49
CA-2014-120138,TEC-AC-10002167,120.00,8,0.00,13.20,48.95
CA-2014-120222,OFF-BI-10000666,73.34,3,0.20,27.50,4.08
CA-2014-120222,OFF-PA-10004675,19.05,3,0.00,8.76,1.52
CA-2014-120327,OFF-FA-10004854,45.92,4,0.00,21.58,2.69
CA-2014-120376,FUR-CH-10002335,1586.69,7,0.00,412.54,397.52
CA-2014-120376,FUR-TA-10004534,411.80,2,0.00,70.01,57.12
CA-2014-120376,TEC-AC-10000844,84.99,1,0.00,30.60,13.66
CA-2014-120376,TEC-AC-10001114,199.95,5,0.00,63.98,10.15
CA-2014-120404,FUR-FU-10000820,50.97,3,0.00,9.17,2.39
CA-2014-120404,TEC-AC-10003433,2.97,3,0.00,1.34,0.51
CA-2014-120404,TEC-PH-10001363,569.99,1,0.00,171.00,22.74
CA-2014-120614,OFF-PA-10004911,37.52,4,0.00,18.01,1.63
CA-2014-120705,OFF-ST-10001522,147.18,2,0.20,-29.44,8.76
CA-2014-120719,OFF-BI-10002103,34.76,5,0.20,11.30,6.93
CA-2014-120761,TEC-AC-10000171,91.96,4,0.00,39.54,6.44
CA-2014-120894,OFF-AP-10000252,28.08,3,0.20,5.27,1.24
CA-2014-120936,OFF-ST-10001526,481.32,4,0.00,125.14,70.30
CA-2014-120936,OFF-SU-10002557,13.98,1,0.00,3.63,1.54
CA-2014-120999,TEC-PH-10004093,147.17,4,0.20,16.56,11.93
CA-2014-121027,TEC-AC-10002049,843.90,2,0.00,371.32,92.93
CA-2014-121027,TEC-AC-10002253,1496.16,9,0.00,224.42,142.08
CA-2014-121048,FUR-FU-10002960,18.84,3,0.00,7.91,2.41
CA-2014-121048,FUR-FU-10003601,276.69,3,0.00,49.80,39.62
CA-2014-121048,OFF-AR-10004042,71.92,4,0.00,20.86,9.08
CA-2014-121048,OFF-BI-10004022,4.45,2,0.20,1.45,0.39
CA-2014-121048,OFF-FA-10000490,4.96,4,0.00,2.33,0.54
CA-2014-121048,TEC-AC-10000991,140.97,3,0.00,19.74,20.51
CA-2014-121048,TEC-PH-10004977,470.38,3,0.20,52.92,82.35
CA-2014-121083,OFF-AR-10002987,119.04,6,0.00,48.81,13.94
CA-2014-121083,OFF-PA-10001497,274.80,5,0.00,134.65,16.46
CA-2014-121083,OFF-ST-10002554,195.64,4,0.00,3.91,8.73
CA-2014-121083,TEC-PH-10001336,257.98,2,0.00,74.81,14.08
CA-2014-121125,FUR-FU-10000820,13.59,1,0.20,-0.34,1.58
CA-2014-121125,TEC-AC-10002323,35.36,2,0.20,-3.09,3.40
CA-2014-121125,TEC-PH-10001619,156.79,1,0.20,17.64,18.51
CA-2014-121160,OFF-BI-10001308,7.54,6,0.80,-13.19,1.12
CA-2014-121160,OFF-BI-10003094,1.41,2,0.80,-2.32,0.08
CA-2014-121160,OFF-BI-10004040,4.14,4,0.80,-6.42,0.79
CA-2014-121160,OFF-ST-10002485,52.75,3,0.20,-12.53,5.38
CA-2014-121195,OFF-ST-10000585,264.32,2,0.20,19.82,26.08
CA-2014-121216,OFF-AP-10001947,29.31,8,0.80,-74.75,4.41
CA-2014-121216,OFF-PA-10004519,28.67,8,0.20,10.39,4.25
CA-2014-121258,FUR-FU-10000747,91.96,2,0.00,15.63,6.58
CA-2014-121258,OFF-PA-10004041,29.60,4,0.00,13.32,1.19
CA-2014-121258,TEC-PH-10003645,258.58,2,0.20,19.39,11.36
CA-2014-121293,FUR-FU-10000732,20.10,4,0.20,3.01,1.67
CA-2014-121293,FUR-TA-10001771,138.59,1,0.40,-34.65,11.64
CA-2014-121293,OFF-PA-10004100,20.74,4,0.20,7.26,1.79
CA-2014-121293,OFF-ST-10000060,259.92,5,0.20,-25.99,44.66
CA-2014-121293,OFF-SU-10004884,37.75,3,0.20,4.25,2.80
CA-2014-121300,FUR-CH-10003774,63.69,1,0.30,-15.47,6.67
CA-2014-121300,FUR-FU-10004586,21.25,4,0.20,7.44,4.20
CA-2014-121300,FUR-TA-10004442,344.22,2,0.40,-189.32,48.05
CA-2014-121300,OFF-PA-10002606,8.45,2,0.20,2.64,3.06
CA-2014-121300,OFF-PA-10002787,15.55,3,0.20,5.44,3.52
CA-2014-121300,TEC-AC-10004571,239.98,3,0.20,65.99,33.77
CA-2014-121314,OFF-PA-10003395,251.64,3,0.20,88.07,3.65
CA-2014-121398,OFF-BI-10001718,153.55,3,0.20,51.82,9.59
CA-2014-121398,OFF-ST-10002756,270.62,2,0.00,2.71,16.73
CA-2014-121412,FUR-FU-10000246,29.33,3,0.20,3.67,2.30
CA-2014-121419,FUR-TA-10004534,411.80,2,0.00,70.01,66.38
CA-2014-121419,TEC-AC-10000892,360.00,4,0.00,129.60,75.49
CA-2014-121468,TEC-PH-10000376,31.97,4,0.20,2.40,5.65
CA-2014-121489,FUR-CH-10004698,388.70,6,0.20,38.87,34.36
CA-2014-121489,OFF-ST-10000025,572.58,6,0.00,34.35,73.04
CA-2014-121489,TEC-AC-10000682,33.18,2,0.00,11.61,2.42
CA-2014-121503,OFF-PA-10001878,273.90,7,0.20,92.44,21.10
CA-2014-121503,TEC-MA-10003674,597.13,3,0.40,49.76,40.78
CA-2014-121538,OFF-PA-10004071,88.77,2,0.20,31.07,11.36
CA-2014-121559,FUR-CH-10003746,1925.88,6,0.00,539.25,177.72
CA-2014-121559,OFF-AP-10002945,2405.20,8,0.00,793.72,252.00
CA-2014-121559,OFF-BI-10002072,17.38,2,0.00,8.69,2.28
CA-2014-121559,TEC-AC-10001714,39.89,1,0.00,14.76,3.10
CA-2014-121559,TEC-AC-10004568,83.97,3,0.00,15.95,8.89
CA-2014-121580,FUR-FU-10003981,6.24,3,0.00,2.62,0.59
CA-2014-121580,OFF-AP-10001564,465.16,2,0.00,120.94,16.68
CA-2014-121580,OFF-BI-10000632,43.41,1,0.00,19.97,4.97
CA-2014-121580,OFF-PA-10004082,7.98,1,0.00,3.99,0.99
CA-2014-121615,OFF-LA-10001771,14.94,3,0.00,6.87,1.47
CA-2014-121615,OFF-PA-10000327,8.56,2,0.00,3.85,1.63
CA-2014-121615,OFF-ST-10001325,52.40,5,0.00,14.15,6.03
CA-2014-121643,TEC-PH-10002200,344.70,2,0.20,38.78,48.59
CA-2014-121678,OFF-BI-10002949,1.82,1,0.70,-1.40,0.29
CA-2014-121706,OFF-AP-10003287,356.79,7,0.00,99.90,28.86
CA-2014-121741,OFF-ST-10004459,750.68,2,0.00,37.53,163.00
CA-2014-121790,FUR-TA-10003469,69.38,1,0.50,-47.18,5.24
CA-2014-121790,OFF-AR-10003602,9.34,2,0.20,3.15,0.72
CA-2014-121790,OFF-SU-10004231,31.68,4,0.20,2.77,2.27
CA-2014-121790,TEC-PH-10002584,2003.17,4,0.20,250.40,186.65
CA-2014-121804,OFF-AP-10004859,72.80,5,0.00,19.66,5.65
CA-2014-121818,OFF-AR-10000203,23.97,7,0.20,2.70,6.54
CA-2014-121818,OFF-AR-10004790,28.73,3,0.20,1.80,1.49
CA-2014-121839,TEC-PH-10002885,1169.69,3,0.40,-253.43,185.77
CA-2014-121853,FUR-CH-10003973,594.82,2,0.20,59.48,57.12
CA-2014-121853,OFF-BI-10000977,72.96,3,0.20,23.71,7.60
CA-2014-121853,OFF-PA-10003641,211.04,8,0.00,97.08,15.64
CA-2014-121888,FUR-BO-10002545,782.94,3,0.00,203.56,123.26
CA-2014-121888,OFF-AR-10003478,16.28,2,0.00,6.51,1.76
CA-2014-121888,OFF-BI-10001765,242.48,7,0.00,116.39,19.82
CA-2014-121888,TEC-PH-10000439,39.99,1,0.00,11.60,5.20
CA-2014-121909,OFF-PA-10003790,54.82,3,0.20,17.82,2.07
CA-2014-122007,OFF-AP-10000358,90.86,7,0.00,26.35,6.89
CA-2014-122028,OFF-BI-10004817,10.78,3,0.70,-7.91,0.78
CA-2014-122035,FUR-CH-10003833,182.94,3,0.00,27.44,21.09
CA-2014-122035,OFF-AP-10002118,416.32,2,0.00,112.41,29.37
CA-2014-122035,OFF-BI-10000404,43.00,5,0.00,20.21,2.25
CA-2014-122035,OFF-BI-10002072,60.83,7,0.00,30.42,4.32
CA-2014-122035,OFF-LA-10004093,14.62,2,0.00,6.87,1.00
CA-2014-122035,TEC-AC-10003095,389.97,3,0.00,132.59,34.65
CA-2014-122056,OFF-AR-10004260,181.86,7,0.00,50.92,12.45
CA-2014-122077,OFF-LA-10004178,13.22,4,0.20,4.30,0.23
CA-2014-122077,TEC-PH-10003811,95.99,1,0.20,9.60,4.64
CA-2014-122105,OFF-AR-10004344,95.92,8,0.00,25.90,7.48
CA-2014-122112,OFF-EN-10004459,24.45,4,0.20,8.86,1.18
CA-2014-122154,OFF-BI-10002026,17.43,1,0.70,-13.36,1.16
CA-2014-122154,OFF-LA-10000121,15.12,3,0.20,4.91,2.33
CA-2014-122154,OFF-PA-10000994,251.64,3,0.20,88.07,17.51
CA-2014-122175,FUR-FU-10000719,42.85,5,0.00,15.43,6.81
CA-2014-122175,OFF-LA-10002271,6.16,2,0.00,2.96,0.70
CA-2014-122175,OFF-SU-10004661,17.00,2,0.00,4.42,2.03
CA-2014-122175,TEC-AC-10004859,87.40,5,0.00,34.96,8.87
CA-2014-122196,TEC-PH-10004977,391.98,2,0.00,113.67,155.34
CA-2014-122280,OFF-PA-10004911,18.76,2,0.00,9.00,4.88
CA-2014-122308,FUR-CH-10000665,271.76,2,0.10,60.39,19.00
CA-2014-122364,TEC-MA-10001031,506.28,3,0.20,177.20,29.10
CA-2014-122364,TEC-PH-10001817,859.20,3,0.20,75.18,73.69
CA-2014-122490,FUR-CH-10001215,2404.70,6,0.20,150.29,269.03
CA-2014-122490,OFF-BI-10001718,563.02,11,0.20,190.02,37.87
CA-2014-122490,OFF-LA-10001613,8.64,3,0.00,4.23,1.05
CA-2014-122490,OFF-ST-10000991,344.91,3,0.00,10.35,31.69
CA-2014-122504,TEC-AC-10003289,59.97,3,0.00,13.79,2.82
CA-2014-122504,TEC-PH-10002468,761.54,7,0.20,66.64,71.07
CA-2014-122539,FUR-CH-10003379,398.97,2,0.30,-28.50,36.30
CA-2014-122539,OFF-BI-10001759,8.00,7,0.70,-5.60,0.51
CA-2014-122539,OFF-LA-10004853,15.94,4,0.20,5.18,1.82
CA-2014-122595,FUR-FU-10002963,2.03,1,0.60,-1.32,0.10
CA-2014-122595,TEC-AC-10000474,227.98,3,0.20,28.50,11.96
CA-2014-122595,TEC-PH-10003095,52.68,3,0.20,19.76,1.36
CA-2014-122644,OFF-PA-10003673,10.85,2,0.20,3.53,1.55
CA-2014-122644,TEC-AC-10003614,18.54,2,0.20,3.01,3.04
CA-2014-122693,OFF-AP-10002518,1245.86,7,0.00,361.30,192.04
CA-2014-122700,TEC-PH-10003092,220.75,8,0.40,-40.47,12.86
CA-2014-122707,OFF-SU-10000157,477.24,4,0.00,9.54,84.49
CA-2014-122707,TEC-AC-10004227,25.98,2,0.00,1.56,1.27
CA-2014-122735,OFF-BI-10004364,29.70,5,0.00,13.37,6.42
CA-2014-122735,OFF-PA-10001712,39.96,4,0.00,17.98,13.21
CA-2014-122763,OFF-PA-10000474,56.70,2,0.20,19.14,6.52
CA-2014-122763,OFF-PA-10002377,274.06,7,0.20,102.77,58.02
CA-2014-122770,FUR-FU-10001473,201.04,8,0.00,54.28,13.44
CA-2014-122770,OFF-LA-10004559,8.64,3,0.00,4.23,0.57
CA-2014-122770,OFF-PA-10000232,12.96,2,0.00,6.35,0.85
CA-2014-122770,OFF-PA-10003172,38.88,6,0.00,18.66,3.80
CA-2014-122798,OFF-PA-10004239,4.28,1,0.00,1.93,0.54
CA-2014-122798,OFF-ST-10003058,118.25,5,0.00,34.29,11.34
CA-2014-122945,FUR-FU-10001196,17.31,3,0.00,5.19,1.88
CA-2014-122987,OFF-BI-10002824,13.43,3,0.70,-11.19,1.35
CA-2014-122987,OFF-ST-10004950,67.14,4,0.20,-0.84,11.80
CA-2014-122994,FUR-BO-10004015,359.97,3,0.00,79.19,25.28
CA-2014-123001,OFF-AR-10001919,9.40,5,0.00,2.73,1.00
CA-2014-123001,OFF-LA-10004544,74.00,5,0.00,37.00,6.93
CA-2014-123001,TEC-PH-10003484,201.58,2,0.20,12.60,28.16
CA-2014-123022,OFF-BI-10002225,82.56,5,0.20,28.90,5.59
CA-2014-123022,TEC-AC-10000474,284.97,3,0.00,85.49,23.10
CA-2014-123029,TEC-AC-10002402,159.98,2,0.00,47.99,17.42
CA-2014-123036,TEC-AC-10003499,37.06,4,0.20,8.80,3.04
CA-2014-123036,TEC-PH-10003580,259.90,2,0.40,-56.31,9.73
CA-2014-123043,OFF-BI-10000138,3.74,1,0.20,1.31,0.25
CA-2014-123043,OFF-BI-10003910,24.67,4,0.20,7.71,0.62
CA-2014-123071,OFF-PA-10003729,10.37,2,0.20,3.63,1.10
CA-2014-123085,FUR-CH-10003968,170.35,3,0.20,-17.04,17.94
CA-2014-123085,TEC-AC-10000990,1049.44,8,0.00,440.76,63.25
CA-2014-123134,FUR-FU-10003975,129.93,3,0.00,12.99,10.24
CA-2014-123239,FUR-FU-10001602,91.03,3,0.20,-2.28,8.53
CA-2014-123246,OFF-AR-10001770,10.64,4,0.00,2.77,0.86
CA-2014-123351,OFF-AP-10001242,80.48,1,0.00,24.14,6.10
CA-2014-123372,OFF-EN-10003055,79.96,2,0.00,35.98,6.75
CA-2014-123372,TEC-PH-10002834,1979.89,11,0.00,494.97,124.56
CA-2014-123491,FUR-CH-10003061,71.99,1,0.20,-0.90,3.82
CA-2014-123491,OFF-AP-10002684,1702.12,14,0.00,510.64,107.69
CA-2014-123491,OFF-AR-10003514,19.90,5,0.00,6.57,2.04
CA-2014-123491,OFF-LA-10003077,43.86,6,0.00,20.61,5.05
CA-2014-123491,OFF-PA-10003424,7.42,2,0.00,3.71,0.84
CA-2014-123491,TEC-PH-10003505,148.48,2,0.20,16.70,1.36
CA-2014-123624,TEC-AC-10000682,82.95,5,0.00,29.03,6.27
CA-2014-123638,FUR-CH-10002647,191.65,3,0.10,31.94,16.30
CA-2014-123659,OFF-PA-10002464,23.12,4,0.00,11.33,3.71
CA-2014-123687,OFF-AP-10002670,208.44,3,0.00,62.53,24.69
CA-2014-123687,OFF-SU-10004498,25.76,2,0.00,0.77,3.67
CA-2014-123701,OFF-AR-10001860,27.76,4,0.00,9.99,7.03
CA-2014-123778,OFF-AP-10001242,160.96,2,0.00,48.29,9.44
CA-2014-123778,OFF-BI-10000822,25.82,6,0.20,9.04,1.59
CA-2014-123967,FUR-TA-10003954,2665.62,9,0.00,239.91,294.17
CA-2014-123967,OFF-BI-10001308,25.12,5,0.20,7.85,0.53
CA-2014-123981,TEC-PH-10002115,65.99,1,0.00,17.16,7.89
CA-2014-124086,FUR-BO-10004015,203.98,2,0.15,16.80,12.80
CA-2014-124114,OFF-BI-10004022,0.56,1,0.80,-0.95,0.08
CA-2014-124191,FUR-FU-10002364,8.86,3,0.60,-6.86,0.93
CA-2014-124205,FUR-CH-10003606,512.96,4,0.00,143.63,88.83
CA-2014-124205,FUR-FU-10002445,47.40,5,0.00,18.96,7.59
CA-2014-124205,OFF-ST-10000934,81.96,2,0.00,0.00,9.40
CA-2014-124205,TEC-PH-10002115,395.94,6,0.00,102.94,40.60
CA-2014-124261,OFF-AR-10003504,34.24,8,0.00,9.93,1.02
CA-2014-124296,FUR-CH-10002439,232.88,4,0.00,60.55,23.20
CA-2014-124296,TEC-MA-10003183,479.97,3,0.00,239.99,27.36
CA-2014-124401,OFF-ST-10000649,37.68,3,0.20,2.36,5.40
CA-2014-124401,TEC-AC-10002926,279.94,7,0.20,80.48,33.98
CA-2014-124436,FUR-FU-10001185,30.93,1,0.00,12.68,6.33
CA-2014-124436,FUR-TA-10001095,697.16,5,0.20,8.71,54.31
CA-2014-124436,OFF-BI-10000343,27.50,7,0.20,9.28,2.31
CA-2014-124436,OFF-BI-10001553,14.62,2,0.20,5.12,3.02
CA-2014-124576,OFF-BI-10002735,54.90,2,0.20,18.53,6.43
CA-2014-124597,OFF-AR-10002280,15.53,3,0.20,4.85,0.72
CA-2014-124597,OFF-LA-10001569,11.95,3,0.20,3.88,0.71
CA-2014-124597,OFF-LA-10003190,4.61,2,0.20,1.67,0.28
CA-2014-124674,FUR-BO-10002202,327.73,2,0.32,-14.46,29.64
CA-2014-124716,OFF-PA-10000740,45.68,2,0.00,21.01,6.77
CA-2014-124716,OFF-PA-10000859,11.94,3,0.00,5.97,0.41
CA-2014-124716,OFF-PA-10001144,110.96,2,0.00,53.26,13.75
CA-2014-124744,OFF-BI-10000145,6.24,2,0.00,3.06,0.49
CA-2014-124744,OFF-BI-10002852,82.40,5,0.00,40.38,7.22
CA-2014-124744,OFF-PA-10001970,447.84,8,0.00,219.44,32.88
CA-2014-124765,FUR-BO-10003965,723.92,5,0.20,-81.44,82.08
CA-2014-124828,OFF-AR-10003514,9.55,3,0.20,1.55,0.75
CA-2014-124898,OFF-PA-10003656,184.66,7,0.00,84.94,17.96
CA-2014-124940,TEC-AC-10002076,47.90,1,0.20,-2.99,2.09
CA-2014-125101,OFF-ST-10000675,67.78,2,0.00,16.95,4.24
CA-2014-125115,OFF-PA-10004101,10.37,2,0.20,3.63,1.49
CA-2014-125115,TEC-AC-10001714,95.74,3,0.20,20.34,10.04
CA-2014-125199,OFF-AR-10002956,123.26,7,0.20,9.24,15.27
CA-2014-125199,OFF-PA-10004041,23.68,4,0.20,7.40,2.74
CA-2014-125199,TEC-PH-10001336,309.58,4,0.40,-56.76,25.64
CA-2014-125269,OFF-BI-10001628,10.43,5,0.80,-18.25,0.77
CA-2014-125269,OFF-ST-10004123,72.78,1,0.20,-18.20,5.88
CA-2014-125290,OFF-AR-10001216,13.90,5,0.00,3.61,2.62
CA-2014-125290,OFF-PA-10003127,26.38,1,0.00,12.13,2.43
CA-2014-125367,OFF-BI-10002412,13.92,3,0.20,4.35,0.23
CA-2014-125381,TEC-AC-10000158,107.97,3,0.00,22.67,13.06
CA-2014-125388,FUR-FU-10004712,56.56,4,0.00,14.71,5.79
CA-2014-125388,OFF-ST-10000918,32.70,3,0.00,8.50,2.12
CA-2014-125451,FUR-FU-10000277,210.68,2,0.00,50.56,79.52
CA-2014-125451,FUR-FU-10004963,35.00,4,0.00,14.70,8.98
CA-2014-125451,FUR-TA-10001039,240.74,4,0.30,-13.76,68.01
CA-2014-125451,FUR-TA-10004915,637.90,3,0.30,-127.58,188.95
CA-2014-125451,OFF-AP-10002906,2.22,1,0.00,0.67,0.64
CA-2014-125451,OFF-PA-10003724,43.44,8,0.00,21.29,5.97
CA-2014-125472,FUR-BO-10000330,241.96,2,0.00,33.87,11.25
CA-2014-125472,FUR-FU-10001731,8.01,3,0.00,3.04,1.45
CA-2014-125472,OFF-BI-10000591,3.89,1,0.00,1.87,0.62
CA-2014-125640,OFF-LA-10004178,3.30,1,0.20,1.07,0.60
CA-2014-125745,FUR-FU-10001591,19.52,2,0.20,5.37,1.72
CA-2014-125752,TEC-AC-10003590,41.42,2,0.20,8.28,2.96
CA-2014-125878,OFF-BI-10002609,1.79,3,0.80,-3.04,0.30
CA-2014-125913,FUR-FU-10001487,27.92,4,0.00,8.10,9.03
CA-2014-125913,FUR-TA-10001520,399.67,7,0.20,-14.99,44.15
CA-2014-125990,OFF-BI-10004826,39.62,3,0.20,13.87,4.41
CA-2014-126046,OFF-LA-10004484,12.39,3,0.00,5.70,0.45
CA-2014-126067,FUR-TA-10000617,1137.75,5,0.00,250.31,98.35
CA-2014-126067,OFF-AR-10003856,5.56,2,0.00,1.45,0.34
CA-2014-126067,OFF-BI-10001658,99.68,5,0.20,32.40,6.24
CA-2014-126067,TEC-PH-10000912,35.17,4,0.20,11.43,2.25
CA-2014-126074,FUR-FU-10003577,157.74,11,0.00,56.79,19.15
CA-2014-126074,OFF-AR-10003478,56.98,7,0.00,22.79,6.44
CA-2014-126074,OFF-BI-10000546,2.88,1,0.00,1.41,0.23
CA-2014-126074,OFF-BI-10003638,58.05,3,0.00,26.70,7.36
CA-2014-126123,OFF-BI-10000309,27.40,9,0.80,-42.46,1.18
CA-2014-126123,OFF-BI-10004224,13.46,1,0.80,-23.55,0.65
CA-2014-126144,TEC-PH-10001079,285.58,4,0.40,-57.12,27.84
CA-2014-126221,OFF-AP-10002457,209.30,2,0.00,56.51,8.32
CA-2014-126242,FUR-FU-10002685,18.70,1,0.00,7.11,1.25
CA-2014-126242,OFF-ST-10000675,305.01,9,0.00,76.25,12.16
CA-2014-126354,OFF-BI-10000301,3.88,2,0.70,-2.59,0.25
CA-2014-126354,OFF-PA-10004381,115.30,3,0.20,40.35,7.07
CA-2014-126382,FUR-FU-10002960,35.17,7,0.20,9.67,3.33
CA-2014-126396,TEC-AC-10003116,85.20,6,0.20,20.24,13.03
CA-2014-126438,OFF-AR-10003338,14.88,2,0.00,3.72,2.61
CA-2014-126536,OFF-BI-10001191,101.84,5,0.20,36.92,11.64
CA-2014-126536,TEC-AC-10003709,0.99,1,0.00,0.44,0.19
CA-2014-126550,OFF-ST-10001031,81.40,5,0.00,21.16,4.43
CA-2014-126634,FUR-FU-10004973,94.20,5,0.00,39.56,4.69
CA-2014-126662,TEC-CO-10004202,479.98,2,0.20,90.00,28.66
CA-2014-126676,OFF-EN-10004846,7.98,3,0.00,3.91,1.44
CA-2014-126718,OFF-LA-10004055,4.91,1,0.00,2.41,0.22
CA-2014-126774,OFF-AR-10002804,4.89,1,0.00,2.00,1.36
CA-2014-126788,TEC-PH-10001619,470.38,3,0.20,52.92,137.41
CA-2014-126865,OFF-PA-10003039,92.94,3,0.00,41.82,18.58
CA-2014-126914,FUR-BO-10000468,77.73,2,0.20,-3.89,5.22
CA-2014-126914,FUR-CH-10000847,698.35,3,0.20,52.38,45.79
CA-2014-126928,OFF-ST-10000615,34.05,3,0.00,9.53,2.72
CA-2014-126928,TEC-MA-10004626,480.00,4,0.00,225.60,27.47
CA-2014-126956,OFF-EN-10004459,15.28,2,0.00,7.49,1.74
CA-2014-126956,OFF-FA-10002280,35.00,7,0.00,16.80,1.68
CA-2014-126956,OFF-SU-10000381,37.24,4,0.00,10.80,2.65
CA-2014-127026,OFF-BI-10000546,14.40,5,0.00,7.06,1.08
CA-2014-127026,OFF-BI-10001196,89.52,4,0.00,42.07,6.39
CA-2014-127026,TEC-AC-10002049,619.95,5,0.00,111.59,27.79
CA-2014-127026,TEC-MA-10002981,350.97,3,0.10,152.09,3.27
CA-2014-127026,TEC-PH-10003601,164.99,1,0.00,49.50,9.22
CA-2014-127096,FUR-TA-10003473,300.90,1,0.20,11.28,10.93
CA-2014-127117,FUR-FU-10004018,74.45,5,0.00,20.10,4.04
CA-2014-127180,OFF-EN-10002500,63.90,5,0.00,28.76,8.52
CA-2014-127180,TEC-CO-10004722,11199.97,4,0.20,3919.99,45.98
CA-2014-127180,TEC-PH-10001494,2399.60,8,0.00,647.89,449.45
CA-2014-127180,TEC-PH-10003800,52.99,1,0.00,0.53,4.31
CA-2014-127264,OFF-AR-10003045,7.06,3,0.20,2.21,2.17
CA-2014-127285,OFF-BI-10002072,13.90,2,0.20,5.21,0.67
CA-2014-127285,OFF-BI-10004330,88.75,3,0.20,27.74,5.08
CA-2014-127306,OFF-BI-10002003,5.97,5,0.70,-4.58,0.52
CA-2014-127306,OFF-BI-10003727,2.51,2,0.70,-1.84,0.19
CA-2014-127306,OFF-EN-10001219,18.34,3,0.20,6.65,1.09
CA-2014-127306,OFF-PA-10000019,36.29,7,0.20,12.70,2.96
CA-2014-127306,TEC-PH-10001924,111.98,2,0.20,7.00,9.36
CA-2014-127313,FUR-FU-10003798,79.12,5,0.20,13.85,17.08
CA-2014-127313,OFF-ST-10001228,37.39,3,0.20,2.34,6.79
CA-2014-127397,OFF-PA-10001125,123.92,5,0.20,38.73,3.10
CA-2014-127397,TEC-AC-10003033,1319.80,5,0.20,214.47,87.36
CA-2014-127432,OFF-PA-10001667,11.96,2,0.00,5.38,1.07
CA-2014-127432,OFF-ST-10004459,1126.02,3,0.00,56.30,72.26
CA-2014-127432,OFF-ST-10004507,51.45,3,0.00,13.89,1.84
CA-2014-127432,TEC-CO-10003236,2999.95,5,0.00,1379.98,121.36
CA-2014-127460,OFF-ST-10004340,298.46,6,0.20,26.12,16.31
CA-2014-127474,FUR-FU-10004597,22.20,1,0.60,-26.09,3.37
CA-2014-127474,OFF-PA-10000418,419.40,5,0.20,146.79,47.33
CA-2014-127474,OFF-PA-10001033,65.58,2,0.20,23.77,8.47
CA-2014-127474,OFF-PA-10001166,5.18,1,0.20,1.81,0.65
CA-2014-127516,OFF-ST-10000736,64.78,1,0.20,-12.96,6.57
CA-2014-127621,OFF-PA-10001307,26.88,8,0.20,9.74,3.83
CA-2014-127656,OFF-AR-10001166,30.32,4,0.00,11.82,0.84
CA-2014-127705,OFF-ST-10004507,27.44,2,0.20,2.40,2.29
